X,Y,Z,ENERGY VALUE
8,40,84,-1.0
8,40,85,-1.0
8,40,86,-1.0
8,40,87,-1.0
8,40,88,-1.0
8,40,89,-1.0
8,40,90,-1.0
8,40,91,-1.0
8,40,92,-1.0
8,40,93,-1.0
8,40,94,-1.0
8,40,95,-1.0
8,41,76,169128.40170552343
8,41,77,161316.39949767236
8,41,78,-1.0
8,41,79,-1.0
8,41,80,-1.0
8,41,81,-1.0
8,41,82,-1.0
8,41,83,-1.0
8,41,84,-1.0
8,41,85,-1.0
8,41,86,-1.0
8,41,87,-1.0
8,41,88,-1.0
8,41,89,-1.0
8,41,90,-1.0
8,41,91,-1.0
8,41,92,-1.0
8,41,93,-1.0
8,41,94,-1.0
8,41,95,-1.0
8,42,76,176443.97776932686
8,42,77,164245.27085315372
8,42,78,-1.0
8,42,79,-1.0
8,42,80,-1.0
8,42,81,-1.0
8,42,82,-1.0
8,42,83,-1.0
8,42,84,-1.0
8,42,85,-1.0
8,42,86,-1.0
8,42,87,-1.0
8,42,88,-1.0
8,42,89,-1.0
8,42,90,-1.0
8,42,91,-1.0
8,42,92,-1.0
8,42,93,-1.0
8,42,94,-1.0
8,42,95,-1.0
8,43,76,167371.6451683589
8,43,77,162526.09306074603
8,43,78,-1.0
8,43,79,-1.0
8,43,80,-1.0
8,43,81,-1.0
8,43,82,-1.0
8,43,83,-1.0
8,43,84,-1.0
8,43,85,-1.0
8,43,86,-1.0
8,43,87,-1.0
8,43,88,-1.0
8,43,89,-1.0
8,43,90,-1.0
8,43,91,-1.0
8,43,92,-1.0
8,43,93,-1.0
8,43,94,-1.0
8,43,95,-1.0
8,44,76,171577.97201952455
8,44,77,164251.31191649986
8,44,78,-1.0
8,44,79,-1.0
8,44,80,-1.0
8,44,81,-1.0
8,44,82,-1.0
8,44,83,-1.0
8,44,84,-1.0
8,44,85,-1.0
8,44,86,-1.0
8,44,87,-1.0
8,44,88,-1.0
8,44,89,-1.0
8,44,90,-1.0
8,44,91,-1.0
8,44,92,-1.0
8,44,93,-1.0
8,44,94,-1.0
8,44,95,-1.0
8,45,76,175894.30169291882
8,45,77,161402.34147272902
8,45,78,-1.0
8,45,79,-1.0
8,45,80,-1.0
8,45,81,-1.0
8,45,82,-1.0
8,45,83,-1.0
8,45,84,-1.0
8,45,85,-1.0
8,45,86,-1.0
8,45,87,-1.0
8,45,88,-1.0
8,45,89,-1.0
8,45,90,-1.0
8,45,91,-1.0
8,45,92,-1.0
8,45,93,-1.0
8,45,94,-1.0
8,45,95,-1.0
8,46,76,167816.4444566081
8,46,77,160903.15901552173
8,46,78,-1.0
8,46,79,-1.0
8,46,80,-1.0
8,46,81,-1.0
8,46,82,-1.0
8,46,83,-1.0
8,46,84,-1.0
8,46,85,-1.0
8,46,86,-1.0
8,46,87,-1.0
8,46,88,-1.0
8,46,89,-1.0
8,46,90,-1.0
8,46,91,-1.0
8,46,92,-1.0
8,46,93,-1.0
8,46,94,-1.0
8,46,95,-1.0
8,47,76,167795.1277646084
8,47,77,159239.53820076314
8,47,78,-1.0
8,47,79,-1.0
8,47,80,-1.0
8,47,81,-1.0
8,47,82,-1.0
8,47,83,-1.0
8,47,84,-1.0
8,47,85,-1.0
8,47,86,-1.0
8,47,87,-1.0
8,47,88,-1.0
8,47,89,-1.0
8,47,90,-1.0
8,47,91,-1.0
8,47,92,-1.0
8,47,93,-1.0
8,47,94,-1.0
8,47,95,-1.0
8,48,76,170593.30731149513
8,48,77,164960.0467970855
8,48,78,-1.0
8,48,79,-1.0
8,48,80,-1.0
8,48,81,-1.0
8,48,82,-1.0
8,48,83,-1.0
8,48,84,-1.0
8,48,85,-1.0
8,48,86,-1.0
8,48,87,-1.0
8,48,88,-1.0
8,48,89,-1.0
8,48,90,-1.0
8,48,91,-1.0
8,48,92,-1.0
8,48,93,-1.0
8,48,94,-1.0
8,48,95,-1.0
8,49,76,173385.12719739816
8,49,77,166939.84621459228
8,49,78,-1.0
8,49,79,-1.0
8,49,80,-1.0
8,49,81,-1.0
8,49,82,-1.0
8,49,83,-1.0
8,49,84,-1.0
8,49,85,-1.0
8,49,86,-1.0
8,49,87,-1.0
8,49,88,-1.0
8,49,89,-1.0
8,49,90,-1.0
8,49,91,-1.0
8,49,92,-1.0
8,49,93,-1.0
8,49,94,-1.0
8,49,95,-1.0
8,50,76,168708.30456991834
8,50,77,166414.86197797913
8,50,78,-1.0
8,50,79,-1.0
8,50,80,-1.0
8,50,81,-1.0
8,50,82,-1.0
8,50,83,-1.0
8,50,84,-1.0
8,50,85,-1.0
8,50,86,-1.0
8,50,87,-1.0
8,50,88,-1.0
8,50,89,-1.0
8,50,90,-1.0
8,50,91,-1.0
8,50,92,-1.0
8,50,93,-1.0
8,50,94,-1.0
8,50,95,-1.0
8,51,76,167522.00381026478
8,51,77,160824.03658154444
8,51,78,-1.0
8,51,79,-1.0
8,51,80,-1.0
8,51,81,-1.0
8,51,82,-1.0
8,51,83,-1.0
8,51,84,-1.0
8,51,85,-1.0
8,51,86,-1.0
8,51,87,-1.0
8,51,88,-1.0
8,51,89,-1.0
8,51,90,-1.0
8,51,91,-1.0
8,51,92,-1.0
8,51,93,-1.0
8,51,94,-1.0
8,51,95,-1.0
8,52,76,170468.8243381125
8,52,77,164564.5727978402
8,52,78,-1.0
8,52,79,-1.0
8,52,80,-1.0
8,52,81,-1.0
8,52,82,-1.0
8,52,83,-1.0
8,52,84,-1.0
8,52,85,-1.0
8,52,86,-1.0
8,52,87,-1.0
8,52,88,-1.0
8,52,89,-1.0
8,52,90,-1.0
8,52,91,-1.0
8,52,92,-1.0
8,52,93,-1.0
8,52,94,-1.0
8,52,95,-1.0
8,53,76,171106.3000033711
8,53,77,161664.0136016651
8,53,78,-1.0
8,53,79,-1.0
8,53,80,-1.0
8,53,81,-1.0
8,53,82,-1.0
8,53,83,-1.0
8,53,84,-1.0
8,53,85,-1.0
8,53,86,-1.0
8,53,87,-1.0
8,53,88,-1.0
8,53,89,-1.0
8,53,90,-1.0
8,53,91,-1.0
8,53,92,-1.0
8,53,93,-1.0
8,53,94,-1.0
8,53,95,-1.0
8,54,76,171590.7407345437
8,54,77,165563.35562600268
8,54,78,-1.0
8,54,79,-1.0
8,54,80,-1.0
8,54,81,-1.0
8,54,82,-1.0
8,54,83,-1.0
8,54,84,-1.0
8,54,85,-1.0
8,54,86,-1.0
8,54,87,-1.0
8,54,88,-1.0
8,54,89,-1.0
8,54,90,-1.0
8,54,91,-1.0
8,54,92,-1.0
8,54,93,-1.0
8,54,94,-1.0
8,54,95,-1.0
8,55,76,176213.92952871002
8,55,77,157077.58406694097
8,55,78,-1.0
8,55,79,-1.0
8,55,80,-1.0
8,55,81,-1.0
8,55,82,-1.0
8,55,83,-1.0
8,55,84,-1.0
8,55,85,-1.0
8,55,86,-1.0
8,55,87,-1.0
8,55,88,-1.0
8,55,89,-1.0
8,55,90,-1.0
8,55,91,-1.0
8,55,92,-1.0
8,55,93,-1.0
8,55,94,-1.0
8,55,95,-1.0
8,56,76,173575.58702871483
8,56,77,158883.54528026827
8,56,78,-1.0
8,56,79,-1.0
8,56,80,-1.0
8,56,81,-1.0
8,56,82,-1.0
8,56,83,-1.0
8,56,84,-1.0
8,56,85,-1.0
8,56,86,-1.0
8,56,87,-1.0
8,56,88,-1.0
8,56,89,-1.0
8,56,90,-1.0
8,56,91,-1.0
8,56,92,-1.0
8,56,93,-1.0
8,56,94,-1.0
8,56,95,-1.0
8,57,76,171693.46072123994
8,57,77,163749.77691096807
8,57,78,-1.0
8,57,79,-1.0
8,57,80,-1.0
8,57,81,-1.0
8,57,82,-1.0
8,57,83,-1.0
8,57,84,-1.0
8,57,85,-1.0
8,57,86,-1.0
8,57,87,-1.0
8,57,88,-1.0
8,57,89,-1.0
8,57,90,-1.0
8,57,91,-1.0
8,57,92,-1.0
8,57,93,-1.0
8,57,94,-1.0
8,57,95,-1.0
8,58,76,169395.884803157
8,58,77,160137.31784990747
8,58,78,-1.0
8,58,79,-1.0
8,58,80,-1.0
8,58,81,-1.0
8,58,82,-1.0
8,58,83,-1.0
8,58,84,-1.0
8,58,85,-1.0
8,58,86,-1.0
8,58,87,-1.0
8,58,88,-1.0
8,58,89,-1.0
8,58,90,-1.0
8,58,91,-1.0
8,58,92,-1.0
8,58,93,-1.0
8,58,94,-1.0
8,58,95,-1.0
8,59,76,170890.46249739232
8,59,77,167140.86619610334
8,59,78,-1.0
8,59,79,-1.0
8,59,80,-1.0
8,59,81,-1.0
8,59,82,-1.0
8,59,83,-1.0
8,59,84,-1.0
8,59,85,-1.0
8,59,86,-1.0
8,59,87,-1.0
8,59,88,-1.0
8,59,89,-1.0
8,59,90,-1.0
8,59,91,-1.0
8,59,92,-1.0
8,59,93,-1.0
8,59,94,-1.0
8,59,95,-1.0
8,60,76,171502.1277631183
8,60,77,159420.48612572745
8,60,78,-1.0
8,60,79,-1.0
8,60,80,-1.0
8,60,81,-1.0
8,60,82,-1.0
8,60,83,-1.0
8,60,84,-1.0
8,60,85,-1.0
8,60,86,-1.0
8,60,87,-1.0
8,60,88,-1.0
8,60,89,-1.0
8,60,90,-1.0
8,60,91,-1.0
8,60,92,-1.0
8,60,93,-1.0
8,60,94,-1.0
8,60,95,-1.0
8,61,76,165168.94208685012
8,61,77,156619.94926451234
8,61,78,-1.0
8,61,79,-1.0
8,61,80,-1.0
8,61,81,-1.0
8,61,82,-1.0
8,61,83,-1.0
8,61,84,-1.0
8,61,85,-1.0
8,61,86,-1.0
8,61,87,-1.0
8,61,88,-1.0
8,61,89,-1.0
8,61,90,-1.0
8,61,91,-1.0
8,61,92,-1.0
8,61,93,-1.0
8,61,94,-1.0
8,61,95,-1.0
8,62,76,172945.61793324267
8,62,77,155416.02329760938
8,62,78,-1.0
8,62,79,-1.0
8,62,80,-1.0
8,62,81,-1.0
8,62,82,-1.0
8,62,83,-1.0
8,62,84,-1.0
8,62,85,-1.0
8,62,86,-1.0
8,62,87,-1.0
8,62,88,-1.0
8,62,89,-1.0
8,62,90,-1.0
8,62,91,-1.0
8,62,92,-1.0
8,62,93,-1.0
8,62,94,-1.0
8,62,95,-1.0
8,63,76,174655.5650256828
8,63,77,163244.1142049803
8,63,78,-1.0
8,63,79,-1.0
8,63,80,-1.0
8,63,81,-1.0
8,63,82,-1.0
8,63,83,-1.0
8,63,84,-1.0
8,63,85,-1.0
8,63,86,-1.0
8,63,87,-1.0
8,63,88,-1.0
8,63,89,-1.0
8,63,90,-1.0
8,63,91,-1.0
8,63,92,-1.0
8,63,93,-1.0
8,63,94,-1.0
8,63,95,-1.0
8,64,76,171134.1218247879
8,64,77,159612.36599450276
8,64,78,-1.0
8,64,79,-1.0
8,64,80,-1.0
8,64,81,-1.0
8,64,82,-1.0
8,64,83,-1.0
8,64,84,-1.0
8,64,85,-1.0
8,64,86,-1.0
8,64,87,-1.0
8,64,88,-1.0
8,64,89,-1.0
8,64,90,-1.0
8,64,91,-1.0
8,64,92,-1.0
8,64,93,-1.0
8,64,94,-1.0
8,64,95,-1.0
8,65,76,177110.7082885476
8,65,77,165306.50910740386
8,65,78,-1.0
8,65,79,-1.0
8,65,80,-1.0
8,65,81,-1.0
8,65,82,-1.0
8,65,83,-1.0
8,65,84,-1.0
8,65,85,-1.0
8,65,86,-1.0
8,65,87,-1.0
8,65,88,-1.0
8,65,89,-1.0
8,65,90,-1.0
8,65,91,-1.0
8,65,92,-1.0
8,65,93,-1.0
8,65,94,-1.0
8,65,95,-1.0
8,66,76,171242.0384989496
8,66,77,169144.08529540294
8,66,78,-1.0
8,66,79,-1.0
8,66,80,-1.0
8,66,81,-1.0
8,66,82,-1.0
8,66,83,-1.0
8,66,84,-1.0
8,66,85,-1.0
8,66,86,-1.0
8,66,87,-1.0
8,66,88,-1.0
8,66,89,-1.0
8,66,90,-1.0
8,66,91,-1.0
8,66,92,-1.0
8,66,93,-1.0
8,66,94,-1.0
8,66,95,-1.0
8,67,76,170611.1411426225
8,67,77,169036.6488816455
8,67,78,-1.0
8,67,79,-1.0
8,67,80,-1.0
8,67,81,-1.0
8,67,82,-1.0
8,67,83,-1.0
8,67,84,-1.0
8,67,85,-1.0
8,67,86,-1.0
8,67,87,-1.0
8,67,88,-1.0
8,67,89,-1.0
8,67,90,-1.0
8,67,91,-1.0
8,67,92,-1.0
8,67,93,-1.0
8,67,94,-1.0
8,67,95,-1.0
8,68,76,178247.70933828276
8,68,77,165804.42756712058
8,68,78,-1.0
8,68,79,-1.0
8,68,80,-1.0
8,68,81,-1.0
8,68,82,-1.0
8,68,83,-1.0
8,68,84,-1.0
8,68,85,-1.0
8,68,86,-1.0
8,68,87,-1.0
8,68,88,-1.0
8,68,89,-1.0
8,68,90,-1.0
8,68,91,-1.0
8,68,92,-1.0
8,68,93,-1.0
8,68,94,-1.0
8,68,95,-1.0
8,69,76,167926.27077907545
8,69,77,158540.14571211682
8,69,78,-1.0
8,69,79,-1.0
8,69,80,-1.0
8,69,81,-1.0
8,69,82,-1.0
8,69,83,-1.0
8,69,84,-1.0
8,69,85,-1.0
8,69,86,-1.0
8,69,87,-1.0
8,69,88,-1.0
8,69,89,-1.0
8,69,90,-1.0
8,69,91,-1.0
8,69,92,-1.0
8,69,93,-1.0
8,69,94,-1.0
8,69,95,-1.0
8,70,76,174100.14198320505
8,70,77,159789.13951877918
8,70,78,-1.0
8,70,79,-1.0
8,70,80,-1.0
8,70,81,-1.0
8,70,82,-1.0
8,70,83,-1.0
8,70,84,-1.0
8,70,85,-1.0
8,70,86,-1.0
8,70,87,-1.0
8,70,88,-1.0
8,70,89,-1.0
8,70,90,-1.0
8,70,91,-1.0
8,70,92,-1.0
8,70,93,-1.0
8,70,94,-1.0
8,70,95,-1.0
8,71,76,178903.09397316762
8,71,77,161943.9444254394
8,71,78,-1.0
8,71,79,-1.0
8,71,80,-1.0
8,71,81,-1.0
8,71,82,-1.0
8,71,83,-1.0
8,71,84,-1.0
8,71,85,-1.0
8,71,86,-1.0
8,71,87,-1.0
8,71,88,-1.0
8,71,89,-1.0
8,71,90,-1.0
8,71,91,-1.0
8,71,92,-1.0
8,71,93,-1.0
8,71,94,-1.0
8,71,95,-1.0
8,72,76,171007.7228467862
8,72,77,160393.98359916557
8,72,78,-1.0
8,72,79,-1.0
8,72,80,-1.0
8,72,81,-1.0
8,72,82,-1.0
8,72,83,-1.0
8,72,84,-1.0
8,72,85,-1.0
8,72,86,-1.0
8,72,87,-1.0
8,72,88,-1.0
8,72,89,-1.0
8,72,90,-1.0
8,72,91,-1.0
8,72,92,-1.0
8,72,93,-1.0
8,72,94,-1.0
8,72,95,-1.0
8,73,76,169639.6260793158
8,73,77,158000.44923654024
8,73,78,-1.0
8,73,79,-1.0
8,73,80,-1.0
8,73,81,-1.0
8,73,82,-1.0
8,73,83,-1.0
8,73,84,-1.0
8,73,85,-1.0
8,73,86,-1.0
8,73,87,-1.0
8,73,88,-1.0
8,73,89,-1.0
8,73,90,-1.0
8,73,91,-1.0
8,73,92,-1.0
8,73,93,-1.0
8,73,94,-1.0
8,73,95,-1.0
8,74,76,168353.7761254397
8,74,77,162373.61622274894
8,74,78,-1.0
8,74,79,-1.0
8,74,80,-1.0
8,74,81,-1.0
8,74,82,-1.0
8,74,83,-1.0
8,74,84,-1.0
8,74,85,-1.0
8,74,86,-1.0
8,74,87,-1.0
8,74,88,-1.0
8,74,89,-1.0
8,74,90,-1.0
8,74,91,-1.0
8,74,92,-1.0
8,74,93,-1.0
8,74,94,-1.0
8,74,95,-1.0
9,0,76,175305.75954346606
9,0,77,162146.95622414304
9,0,78,-1.0
9,0,79,-1.0
9,0,80,-1.0
9,0,81,-1.0
9,0,82,-1.0
9,0,83,-1.0
9,0,84,-1.0
9,0,85,-1.0
9,0,86,-1.0
9,0,87,-1.0
9,0,88,-1.0
9,0,89,-1.0
9,0,90,-1.0
9,0,91,-1.0
9,0,92,-1.0
9,0,93,-1.0
9,0,94,-1.0
9,0,95,-1.0
9,1,76,173216.65658345868
9,1,77,163809.91828621228
9,1,78,-1.0
9,1,79,-1.0
9,1,80,-1.0
9,1,81,-1.0
9,1,82,-1.0
9,1,83,-1.0
9,1,84,-1.0
9,1,85,-1.0
9,1,86,-1.0
9,1,87,-1.0
9,1,88,-1.0
9,1,89,-1.0
9,1,90,-1.0
9,1,91,-1.0
9,1,92,-1.0
9,1,93,-1.0
9,1,94,-1.0
9,1,95,-1.0
9,2,76,172901.2587092875
9,2,77,166350.12948583136
9,2,78,-1.0
9,2,79,-1.0
9,2,80,-1.0
9,2,81,-1.0
9,2,82,-1.0
9,2,83,-1.0
9,2,84,-1.0
9,2,85,-1.0
9,2,86,-1.0
9,2,87,-1.0
9,2,88,-1.0
9,2,89,-1.0
9,2,90,-1.0
9,2,91,-1.0
9,2,92,-1.0
9,2,93,-1.0
9,2,94,-1.0
9,2,95,-1.0
9,3,76,175731.4705376422
9,3,77,163654.60085840078
9,3,78,-1.0
9,3,79,-1.0
9,3,80,-1.0
9,3,81,-1.0
9,3,82,-1.0
9,3,83,-1.0
9,3,84,-1.0
9,3,85,-1.0
9,3,86,-1.0
9,3,87,-1.0
9,3,88,-1.0
9,3,89,-1.0
9,3,90,-1.0
9,3,91,-1.0
9,3,92,-1.0
9,3,93,-1.0
9,3,94,-1.0
9,3,95,-1.0
9,4,76,170176.45069077596
9,4,77,160502.71991067962
9,4,78,-1.0
9,4,79,-1.0
9,4,80,-1.0
9,4,81,-1.0
9,4,82,-1.0
9,4,83,-1.0
9,4,84,-1.0
9,4,85,-1.0
9,4,86,-1.0
9,4,87,-1.0
9,4,88,-1.0
9,4,89,-1.0
9,4,90,-1.0
9,4,91,-1.0
9,4,92,-1.0
9,4,93,-1.0
9,4,94,-1.0
9,4,95,-1.0
9,5,76,172527.9490802467
9,5,77,162167.76469765237
9,5,78,-1.0
9,5,79,-1.0
9,5,80,-1.0
9,5,81,-1.0
9,5,82,-1.0
9,5,83,-1.0
9,5,84,-1.0
9,5,85,-1.0
9,5,86,-1.0
9,5,87,-1.0
9,5,88,-1.0
9,5,89,-1.0
9,5,90,-1.0
9,5,91,-1.0
9,5,92,-1.0
9,5,93,-1.0
9,5,94,-1.0
9,5,95,-1.0
9,6,76,173480.30350695815
9,6,77,161039.44663181336
9,6,78,-1.0
9,6,79,-1.0
9,6,80,-1.0
9,6,81,-1.0
9,6,82,-1.0
9,6,83,-1.0
9,6,84,-1.0
9,6,85,-1.0
9,6,86,-1.0
9,6,87,-1.0
9,6,88,-1.0
9,6,89,-1.0
9,6,90,-1.0
9,6,91,-1.0
9,6,92,-1.0
9,6,93,-1.0
9,6,94,-1.0
9,6,95,-1.0
9,7,76,171051.27252351775
9,7,77,160243.2345624291
9,7,78,-1.0
9,7,79,-1.0
9,7,80,-1.0
9,7,81,-1.0
9,7,82,-1.0
9,7,83,-1.0
9,7,84,-1.0
9,7,85,-1.0
9,7,86,-1.0
9,7,87,-1.0
9,7,88,-1.0
9,7,89,-1.0
9,7,90,-1.0
9,7,91,-1.0
9,7,92,-1.0
9,7,93,-1.0
9,7,94,-1.0
9,7,95,-1.0
9,8,76,170093.21262388397
9,8,77,158732.6086777651
9,8,78,-1.0
9,8,79,-1.0
9,8,80,-1.0
9,8,81,-1.0
9,8,82,-1.0
9,8,83,-1.0
9,8,84,-1.0
9,8,85,-1.0
9,8,86,-1.0
9,8,87,-1.0
9,8,88,-1.0
9,8,89,-1.0
9,8,90,-1.0
9,8,91,-1.0
9,8,92,-1.0
9,8,93,-1.0
9,8,94,-1.0
9,8,95,-1.0
9,9,76,178444.91568893963
9,9,77,156628.88081251868
9,9,78,-1.0
9,9,79,-1.0
9,9,80,-1.0
9,9,81,-1.0
9,9,82,-1.0
9,9,83,-1.0
9,9,84,-1.0
9,9,85,-1.0
9,9,86,-1.0
9,9,87,-1.0
9,9,88,-1.0
9,9,89,-1.0
9,9,90,-1.0
9,9,91,-1.0
9,9,92,-1.0
9,9,93,-1.0
9,9,94,-1.0
9,9,95,-1.0
9,10,76,170392.91718479653
9,10,77,164440.61386055432
9,10,78,-1.0
9,10,79,-1.0
9,10,80,-1.0
9,10,81,-1.0
9,10,82,-1.0
9,10,83,-1.0
9,10,84,-1.0
9,10,85,-1.0
9,10,86,-1.0
9,10,87,-1.0
9,10,88,-1.0
9,10,89,-1.0
9,10,90,-1.0
9,10,91,-1.0
9,10,92,-1.0
9,10,93,-1.0
9,10,94,-1.0
9,10,95,-1.0
9,11,76,169120.1953492903
9,11,77,165136.1201340747
9,11,78,-1.0
9,11,79,-1.0
9,11,80,-1.0
9,11,81,-1.0
9,11,82,-1.0
9,11,83,-1.0
9,11,84,-1.0
9,11,85,-1.0
9,11,86,-1.0
9,11,87,-1.0
9,11,88,-1.0
9,11,89,-1.0
9,11,90,-1.0
9,11,91,-1.0
9,11,92,-1.0
9,11,93,-1.0
9,11,94,-1.0
9,11,95,-1.0
9,12,76,169069.7561834749
9,12,77,159714.09141923126
9,12,78,-1.0
9,12,79,-1.0
9,12,80,-1.0
9,12,81,-1.0
9,12,82,-1.0
9,12,83,-1.0
9,12,84,-1.0
9,12,85,-1.0
9,12,86,-1.0
9,12,87,-1.0
9,12,88,-1.0
9,12,89,-1.0
9,12,90,-1.0
9,12,91,-1.0
9,12,92,-1.0
9,12,93,-1.0
9,12,94,-1.0
9,12,95,-1.0
9,13,76,174512.69589487318
9,13,77,158557.17795022405
9,13,78,-1.0
9,13,79,-1.0
9,13,80,-1.0
9,13,81,-1.0
9,13,82,-1.0
9,13,83,-1.0
9,13,84,-1.0
9,13,85,-1.0
9,13,86,-1.0
9,13,87,-1.0
9,13,88,-1.0
9,13,89,-1.0
9,13,90,-1.0
9,13,91,-1.0
9,13,92,-1.0
9,13,93,-1.0
9,13,94,-1.0
9,13,95,-1.0
9,14,76,168866.18948574984
9,14,77,159372.40061449856
9,14,78,-1.0
9,14,79,-1.0
9,14,80,-1.0
9,14,81,-1.0
9,14,82,-1.0
9,14,83,-1.0
9,14,84,-1.0
9,14,85,-1.0
9,14,86,-1.0
9,14,87,-1.0
9,14,88,-1.0
9,14,89,-1.0
9,14,90,-1.0
9,14,91,-1.0
9,14,92,-1.0
9,14,93,-1.0
9,14,94,-1.0
9,14,95,-1.0
9,15,76,167722.34408296295
9,15,77,165462.61391990923
9,15,78,-1.0
9,15,79,-1.0
9,15,80,-1.0
9,15,81,-1.0
9,15,82,-1.0
9,15,83,-1.0
9,15,84,-1.0
9,15,85,-1.0
9,15,86,-1.0
9,15,87,-1.0
9,15,88,-1.0
9,15,89,-1.0
9,15,90,-1.0
9,15,91,-1.0
9,15,92,-1.0
9,15,93,-1.0
9,15,94,-1.0
9,15,95,-1.0
9,16,76,172586.32122768168
9,16,77,161428.84369557654
9,16,78,-1.0
9,16,79,-1.0
9,16,80,-1.0
9,16,81,-1.0
9,16,82,-1.0
9,16,83,-1.0
9,16,84,-1.0
9,16,85,-1.0
9,16,86,-1.0
9,16,87,-1.0
9,16,88,-1.0
9,16,89,-1.0
9,16,90,-1.0
9,16,91,-1.0
9,16,92,-1.0
9,16,93,-1.0
9,16,94,-1.0
9,16,95,-1.0
9,17,76,171895.16754186768
9,17,77,162529.26686034026
9,17,78,-1.0
9,17,79,-1.0
9,17,80,-1.0
9,17,81,-1.0
9,17,82,-1.0
9,17,83,-1.0
9,17,84,-1.0
9,17,85,-1.0
9,17,86,-1.0
9,17,87,-1.0
9,17,88,-1.0
9,17,89,-1.0
9,17,90,-1.0
9,17,91,-1.0
9,17,92,-1.0
9,17,93,-1.0
9,17,94,-1.0
9,17,95,-1.0
9,18,76,170976.370674811
9,18,77,164771.13847119943
9,18,78,-1.0
9,18,79,-1.0
9,18,80,-1.0
9,18,81,-1.0
9,18,82,-1.0
9,18,83,-1.0
9,18,84,-1.0
9,18,85,-1.0
9,18,86,-1.0
9,18,87,-1.0
9,18,88,-1.0
9,18,89,-1.0
9,18,90,-1.0
9,18,91,-1.0
9,18,92,-1.0
9,18,93,-1.0
9,18,94,-1.0
9,18,95,-1.0
9,19,76,168514.33371376139
9,19,77,158182.19657997703
9,19,78,-1.0
9,19,79,-1.0
9,19,80,-1.0
9,19,81,-1.0
9,19,82,-1.0
9,19,83,-1.0
9,19,84,-1.0
9,19,85,-1.0
9,19,86,-1.0
9,19,87,-1.0
9,19,88,-1.0
9,19,89,-1.0
9,19,90,-1.0
9,19,91,-1.0
9,19,92,-1.0
9,19,93,-1.0
9,19,94,-1.0
9,19,95,-1.0
9,20,76,171417.6978169887
9,20,77,160395.7580112991
9,20,78,-1.0
9,20,79,-1.0
9,20,80,-1.0
9,20,81,-1.0
9,20,82,-1.0
9,20,83,-1.0
9,20,84,-1.0
9,20,85,-1.0
9,20,86,-1.0
9,20,87,-1.0
9,20,88,-1.0
9,20,89,-1.0
9,20,90,-1.0
9,20,91,-1.0
9,20,92,-1.0
9,20,93,-1.0
9,20,94,-1.0
9,20,95,-1.0
9,21,76,169766.7907771251
9,21,77,165376.58093727726
9,21,78,-1.0
9,21,79,-1.0
9,21,80,-1.0
9,21,81,-1.0
9,21,82,-1.0
9,21,83,-1.0
9,21,84,-1.0
9,21,85,-1.0
9,21,86,-1.0
9,21,87,-1.0
9,21,88,-1.0
9,21,89,-1.0
9,21,90,-1.0
9,21,91,-1.0
9,21,92,-1.0
9,21,93,-1.0
9,21,94,-1.0
9,21,95,-1.0
9,22,76,166686.25670695698
9,22,77,160681.43309245506
9,22,78,-1.0
9,22,79,-1.0
9,22,80,-1.0
9,22,81,-1.0
9,22,82,-1.0
9,22,83,-1.0
9,22,84,-1.0
9,22,85,-1.0
9,22,86,-1.0
9,22,87,-1.0
9,22,88,-1.0
9,22,89,-1.0
9,22,90,-1.0
9,22,91,-1.0
9,22,92,-1.0
9,22,93,-1.0
9,22,94,-1.0
9,22,95,-1.0
9,23,76,169093.95662245457
9,23,77,155030.67180239203
9,23,78,-1.0
9,23,79,-1.0
9,23,80,-1.0
9,23,81,-1.0
9,23,82,-1.0
9,23,83,-1.0
9,23,84,-1.0
9,23,85,-1.0
9,23,86,-1.0
9,23,87,-1.0
9,23,88,-1.0
9,23,89,-1.0
9,23,90,-1.0
9,23,91,-1.0
9,23,92,-1.0
9,23,93,-1.0
9,23,94,-1.0
9,23,95,-1.0
9,24,76,175340.43585508454
9,24,77,159908.16777530825
9,24,78,-1.0
9,24,79,-1.0
9,24,80,-1.0
9,24,81,-1.0
9,24,82,-1.0
9,24,83,-1.0
9,24,84,-1.0
9,24,85,-1.0
9,24,86,-1.0
9,24,87,-1.0
9,24,88,-1.0
9,24,89,-1.0
9,24,90,-1.0
9,24,91,-1.0
9,24,92,-1.0
9,24,93,-1.0
9,24,94,-1.0
9,24,95,-1.0
9,25,76,168631.04268972267
9,25,77,164800.0521472614
9,25,78,-1.0
9,25,79,-1.0
9,25,80,-1.0
9,25,81,-1.0
9,25,82,-1.0
9,25,83,-1.0
9,25,84,-1.0
9,25,85,-1.0
9,25,86,-1.0
9,25,87,-1.0
9,25,88,-1.0
9,25,89,-1.0
9,25,90,-1.0
9,25,91,-1.0
9,25,92,-1.0
9,25,93,-1.0
9,25,94,-1.0
9,25,95,-1.0
9,26,76,168516.65822689937
9,26,77,158291.5477699063
9,26,78,-1.0
9,26,79,-1.0
9,26,80,-1.0
9,26,81,-1.0
9,26,82,-1.0
9,26,83,-1.0
9,26,84,-1.0
9,26,85,-1.0
9,26,86,-1.0
9,26,87,-1.0
9,26,88,-1.0
9,26,89,-1.0
9,26,90,-1.0
9,26,91,-1.0
9,26,92,-1.0
9,26,93,-1.0
9,26,94,-1.0
9,26,95,-1.0
9,27,76,171920.68620779546
9,27,77,164947.41126435515
9,27,78,-1.0
9,27,79,-1.0
9,27,80,-1.0
